Driver,Body,Tires,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG
Iggy,Circuit Special,Crimson Slim,3.5,2.0,3.75,1.5,2.75,4.5,3.25,4.5,3.5,3.25,3.25,3.25,3.0
Iggy,Circuit Special,Cyber Slick,3.75,1.75,3.75,1.25,2.25,4.75,2.75,4.5,3.0,2.75,2.25,3.0,2.25
Iggy,Circuit Special,Retro Off-Road,3.75,2.25,3.5,2.75,2.5,4.5,3.75,4.0,3.25,2.5,2.5,3.0,2.5
Iggy,Circuit Special,Gold Tires Gold Wheels,4.0,1.5,3.0,1.75,2.25,4.75,3.5,3.75,3.5,2.75,2.75,2.75,2.0
Iggy,Circuit Special,GLA Tires GLA Wheels,3.5,2.5,3.25,2.5,3.0,4.25,3.5,4.0,3.75,3.0,3.0,3.25,2.75
Iggy,Circuit Special,Triforce Tires Triforce Tyres,3.75,2.25,3.5,2.75,2.5,4.5,3.75,4.0,3.25,2.5,2.5,3.0,2.5
Iggy,Circuit Special,Leaf Tires Leaf Tyres,3.0,2.75,3.0,2.0,3.25,4.0,3.25,4.0,3.5,3.0,3.0,3.5,2.5
Iggy,Circuit Special,Ancient Tires Ancient Tyres,4.0,2.0,3.5,3.0,2.75,4.25,3.25,4.0,3.25,2.25,2.5,2.5,2.25
Iggy,Tri-Speeder,Standard Normal,3.75,2.5,2.75,3.0,3.25,4.0,4.5,3.5,3.25,3.0,4.0,3.0,3.0
Iggy,Tri-Speeder,Monster,4.25,2.0,3.0,3.5,3.0,4.0,4.25,3.5,2.75,2.25,3.5,2.25,2.5
Iggy,Tri-Speeder,Roller,3.25,3.0,2.25,2.75,3.75,3.5,4.5,3.0,3.25,3.25,4.25,3.25,3.25
Iggy,Tri-Speeder,Slim,3.75,2.0,3.25,2.0,3.0,4.25,4.25,4.0,3.0,3.25,4.25,3.0,3.25
Iggy,Tri-Speeder,Slick,4.0,1.75,3.25,1.75,2.5,4.5,3.75,4.0,2.5,2.75,3.25,2.75,2.5
Iggy,Tri-Speeder,Metal,4.25,1.5,2.5,2.25,2.5,4.5,4.5,3.25,3.0,2.75,3.75,2.5,2.25
Iggy,Tri-Speeder,Button,3.25,2.75,2.5,2.5,3.5,3.75,4.25,3.5,3.0,3.0,4.0,3.25,2.75
Iggy,Tri-Speeder,Off-Road,4.0,2.25,3.0,3.25,2.75,4.25,4.75,3.5,2.75,2.5,3.5,2.75,2.75
Iggy,Tri-Speeder,Sponge,3.5,2.5,2.75,3.25,3.5,3.75,4.0,3.25,3.5,2.75,3.5,2.75,3.0
Iggy,Tri-Speeder,Wood Wooden,3.75,2.0,3.25,2.0,3.0,4.25,4.25,4.0,3.0,3.25,4.25,3.0,3.25
Iggy,Tri-Speeder,Cushion,3.5,2.5,2.75,3.25,3.5,3.75,4.0,3.25,3.5,2.75,3.5,2.75,3.0
Iggy,Tri-Speeder,Blue Standard Normal Blue,3.75,2.5,2.75,3.0,3.25,4.0,4.5,3.5,3.25,3.0,4.0,3.0,3.0
Iggy,Tri-Speeder,Hot Monster Funky Monster,4.25,2.0,3.0,3.5,3.0,4.0,4.25,3.5,2.75,2.25,3.5,2.25,2.5
Iggy,Tri-Speeder,Azure Roller,3.25,3.0,2.25,2.75,3.75,3.5,4.5,3.0,3.25,3.25,4.25,3.25,3.25
Iggy,Tri-Speeder,Crimson Slim,3.75,2.0,3.25,2.0,3.0,4.25,4.25,4.0,3.0,3.25,4.25,3.0,3.25
Iggy,Tri-Speeder,Cyber Slick,4.0,1.75,3.25,1.75,2.5,4.5,3.75,4.0,2.5,2.75,3.25,2.75,2.5
Iggy,Tri-Speeder,Retro Off-Road,4.0,2.25,3.0,3.25,2.75,4.25,4.75,3.5,2.75,2.5,3.5,2.75,2.75
Iggy,Tri-Speeder,Gold Tires Gold Wheels,4.25,1.5,2.5,2.25,2.5,4.5,4.5,3.25,3.0,2.75,3.75,2.5,2.25
Iggy,Tri-Speeder,GLA Tires GLA Wheels,3.75,2.5,2.75,3.0,3.25,4.0,4.5,3.5,3.25,3.0,4.0,3.0,3.0
Iggy,Tri-Speeder,Triforce Tires Triforce Tyres,4.0,2.25,3.0,3.25,2.75,4.25,4.75,3.5,2.75,2.5,3.5,2.75,2.75
Iggy,Tri-Speeder,Leaf Tires Leaf Tyres,3.25,2.75,2.5,2.5,3.5,3.75,4.25,3.5,3.0,3.0,4.0,3.25,2.75
Iggy,Tri-Speeder,Ancient Tires Ancient Tyres,4.25,2.0,3.0,3.5,3.0,4.0,4.25,3.5,2.75,2.25,3.5,2.25,2.5
Iggy,Badwagon,Standard Normal,3.75,2.25,3.0,3.5,2.75,4.25,3.75,3.75,3.5,2.75,3.0,3.0,2.75
Iggy,Badwagon,Monster,4.25,1.75,3.25,4.0,2.5,4.25,3.5,3.75,3.0,2.0,2.5,2.25,2.25
Iggy,Badwagon,Roller,3.25,2.75,2.5,3.25,3.25,3.75,3.75,3.25,3.5,3.0,3.25,3.25,3.0
Iggy,Badwagon,Slim,3.75,1.75,3.5,2.5,2.5,4.5,3.5,4.25,3.25,3.0,3.25,3.0,3.0
Iggy,Badwagon,Slick,4.0,1.5,3.5,2.25,2.0,4.75,3.0,4.25,2.75,2.5,2.25,2.75,2.25
Iggy,Badwagon,Metal,4.25,1.25,2.75,2.75,2.0,4.75,3.75,3.5,3.25,2.5,2.75,2.5,2.0
Iggy,Badwagon,Button,3.25,2.5,2.75,3.0,3.0,4.0,3.5,3.75,3.25,2.75,3.0,3.25,2.5
Iggy,Badwagon,Off-Road,4.0,2.0,3.25,3.75,2.25,4.5,4.0,3.75,3.0,2.25,2.5,2.75,2.5
Iggy,Badwagon,Sponge,3.5,2.25,3.0,3.75,3.0,4.0,3.25,3.5,3.75,2.5,2.5,2.75,2.75
Iggy,Badwagon,Wood Wooden,3.75,1.75,3.5,2.5,2.5,4.5,3.5,4.25,3.25,3.0,3.25,3.0,3.0
Iggy,Badwagon,Cushion,3.5,2.25,3.0,3.75,3.0,4.0,3.25,3.5,3.75,2.5,2.5,2.75,2.75
Iggy,Badwagon,Blue Standard Normal Blue,3.75,2.25,3.0,3.5,2.75,4.25,3.75,3.75,3.5,2.75,3.0,3.0,2.75
Iggy,Badwagon,Hot Monster Funky Monster,4.25,1.75,3.25,4.0,2.5,4.25,3.5,3.75,3.0,2.0,2.5,2.25,2.25
Iggy,Badwagon,Azure Roller,3.25,2.75,2.5,3.25,3.25,3.75,3.75,3.25,3.5,3.0,3.25,3.25,3.0
Iggy,Badwagon,Crimson Slim,3.75,1.75,3.5,2.5,2.5,4.5,3.5,4.25,3.25,3.0,3.25,3.0,3.0
Iggy,Badwagon,Cyber Slick,4.0,1.5,3.5,2.25,2.0,4.75,3.0,4.25,2.75,2.5,2.25,2.75,2.25
Iggy,Badwagon,Retro Off-Road,4.0,2.0,3.25,3.75,2.25,4.5,4.0,3.75,3.0,2.25,2.5,2.75,2.5
Iggy,Badwagon,Gold Tires Gold Wheels,4.25,1.25,2.75,2.75,2.0,4.75,3.75,3.5,3.25,2.5,2.75,2.5,2.0
Iggy,Badwagon,GLA Tires GLA Wheels,3.75,2.25,3.0,3.5,2.75,4.25,3.75,3.75,3.5,2.75,3.0,3.0,2.75
Iggy,Badwagon,Triforce Tires Triforce Tyres,4.0,2.0,3.25,3.75,2.25,4.5,4.0,3.75,3.0,2.25,2.5,2.75,2.5
Iggy,Badwagon,Leaf Tires Leaf Tyres,3.25,2.5,2.75,3.0,3.0,4.0,3.5,3.75,3.25,2.75,3.0,3.25,2.5
Iggy,Badwagon,Ancient Tires Ancient Tyres,4.25,1.75,3.25,4.0,2.5,4.25,3.5,3.75,3.0,2.0,2.5,2.25,2.25
Iggy,Prancer,Standard Normal,3.0,2.75,2.75,2.75,3.5,4.0,4.0,3.75,4.0,3.5,3.5,3.25,3.5
Iggy,Prancer,Monster,3.5,2.25,3.0,3.25,3.25,4.0,3.75,3.75,3.5,2.75,3.0,2.5,3.0
Iggy,Prancer,Roller,2.5,3.25,2.25,2.5,4.0,3.5,4.0,3.25,4.0,3.75,3.75,3.5,3.75
Iggy,Prancer,Slim,3.0,2.25,3.25,1.75,3.25,4.25,3.75,4.25,3.75,3.75,3.75,3.25,3.75
Iggy,Prancer,Slick,3.25,2.0,3.25,1.5,2.75,4.5,3.25,4.25,3.25,3.25,2.75,3.0,3.0
Iggy,Prancer,Metal,3.5,1.75,2.5,2.0,2.75,4.5,4.0,3.5,3.75,3.25,3.25,2.75,2.75
Iggy,Prancer,Button,2.5,3.0,2.5,2.25,3.75,3.75,3.75,3.75,3.75,3.5,3.5,3.5,3.25
Iggy,Prancer,Off-Road,3.25,2.5,3.0,3.0,3.0,4.25,4.25,3.75,3.5,3.0,3.0,3.0,3.25
Iggy,Prancer,Sponge,2.75,2.75,2.75,3.0,3.75,3.75,3.5,3.5,4.25,3.25,3.0,3.0,3.5
Iggy,Prancer,Wood Wooden,3.0,2.25,3.25,1.75,3.25,4.25,3.75,4.25,3.75,3.75,3.75,3.25,3.75
Iggy,Prancer,Cushion,2.75,2.75,2.75,3.0,3.75,3.75,3.5,3.5,4.25,3.25,3.0,3.0,3.5
Iggy,Prancer,Blue Standard Normal Blue,3.0,2.75,2.75,2.75,3.5,4.0,4.0,3.75,4.0,3.5,3.5,3.25,3.5
Iggy,Prancer,Hot Monster Funky Monster,3.5,2.25,3.0,3.25,3.25,4.0,3.75,3.75,3.5,2.75,3.0,2.5,3.0
Iggy,Prancer,Azure Roller,2.5,3.25,2.25,2.5,4.0,3.5,4.0,3.25,4.0,3.75,3.75,3.5,3.75
Iggy,Prancer,Crimson Slim,3.0,2.25,3.25,1.75,3.25,4.25,3.75,4.25,3.75,3.75,3.75,3.25,3.75
Iggy,Prancer,Cyber Slick,3.25,2.0,3.25,1.5,2.75,4.5,3.25,4.25,3.25,3.25,2.75,3.0,3.0
Iggy,Prancer,Retro Off-Road,3.25,2.5,3.0,3.0,3.0,4.25,4.25,3.75,3.5,3.0,3.0,3.0,3.25
Iggy,Prancer,Gold Tires Gold Wheels,3.5,1.75,2.5,2.0,2.75,4.5,4.0,3.5,3.75,3.25,3.25,2.75,2.75
Iggy,Prancer,GLA Tires GLA Wheels,3.0,2.75,2.75,2.75,3.5,4.0,4.0,3.75,4.0,3.5,3.5,3.25,3.5
Iggy,Prancer,Triforce Tires Triforce Tyres,3.25,2.5,3.0,3.0,3.0,4.25,4.25,3.75,3.5,3.0,3.0,3.0,3.25
Iggy,Prancer,Leaf Tires Leaf Tyres,2.5,3.0,2.5,2.25,3.75,3.75,3.75,3.75,3.75,3.5,3.5,3.5,3.25
Iggy,Prancer,Ancient Tires Ancient Tyres,3.5,2.25,3.0,3.25,3.25,4.0,3.75,3.75,3.5,2.75,3.0,2.5,3.0
Iggy,Biddybuggy Buggybud,Standard Normal,2.75,4.0,2.75,3.25,4.25,3.0,3.5,3.5,3.5,4.0,3.75,4.0,3.75
Iggy,Biddybuggy Buggybud,Monster,3.25,3.5,3.0,3.75,4.0,3.0,3.25,3.5,3.0,3.25,3.25,3.25,3.25
Iggy,Biddybuggy Buggybud,Roller,2.25,4.5,2.25,3.0,4.75,2.5,3.5,3.0,3.5,4.25,4.0,4.25,4.0
Iggy,Biddybuggy Buggybud,Slim,2.75,3.5,3.25,2.25,4.0,3.25,3.25,4.0,3.25,4.25,4.0,4.0,4.0
Iggy,Biddybuggy Buggybud,Slick,3.0,3.25,3.25,2.0,3.5,3.5,2.75,4.0,2.75,3.75,3.0,3.75,3.25
Iggy,Biddybuggy Buggybud,Metal,3.25,3.0,2.5,2.5,3.5,3.5,3.5,3.25,3.25,3.75,3.5,3.5,3.0
Iggy,Biddybuggy Buggybud,Button,2.25,4.25,2.5,2.75,4.5,2.75,3.25,3.5,3.25,4.0,3.75,4.25,3.5
Iggy,Biddybuggy Buggybud,Off-Road,3.0,3.75,3.0,3.5,3.75,3.25,3.75,3.5,3.0,3.5,3.25,3.75,3.5
Iggy,Biddybuggy Buggybud,Sponge,2.5,4.0,2.75,3.5,4.5,2.75,3.0,3.25,3.75,3.75,3.25,3.75,3.75
Iggy,Biddybuggy Buggybud,Wood Wooden,2.75,3.5,3.25,2.25,4.0,3.25,3.25,4.0,3.25,4.25,4.0,4.0,4.0
Iggy,Biddybuggy Buggybud,Cushion,2.5,4.0,2.75,3.5,4.5,2.75,3.0,3.25,3.75,3.75,3.25,3.75,3.75
Iggy,Biddybuggy Buggybud,Blue Standard Normal Blue,2.75,4.0,2.75,3.25,4.25,3.0,3.5,3.5,3.5,4.0,3.75,4.0,3.75
Iggy,Biddybuggy Buggybud,Hot Monster Funky Monster,3.25,3.5,3.0,3.75,4.0,3.0,3.25,3.5,3.0,3.25,3.25,3.25,3.25
Iggy,Biddybuggy Buggybud,Azure Roller,2.25,4.5,2.25,3.0,4.75,2.5,3.5,3.0,3.5,4.25,4.0,4.25,4.0
Iggy,Biddybuggy Buggybud,Crimson Slim,2.75,3.5,3.25,2.25,4.0,3.25,3.25,4.0,3.25,4.25,4.0,4.0,4.0
Iggy,Biddybuggy Buggybud,Cyber Slick,3.0,3.25,3.25,2.0,3.5,3.5,2.75,4.0,2.75,3.75,3.0,3.75,3.25
Iggy,Biddybuggy Buggybud,Retro Off-Road,3.0,3.75,3.0,3.5,3.75,3.25,3.75,3.5,3.0,3.5,3.25,3.75,3.5
Iggy,Biddybuggy Buggybud,Gold Tires Gold Wheels,3.25,3.0,2.5,2.5,3.5,3.5,3.5,3.25,3.25,3.75,3.5,3.5,3.0
Iggy,Biddybuggy Buggybud,GLA Tires GLA Wheels,2.75,4.0,2.75,3.25,4.25,3.0,3.5,3.5,3.5,4.0,3.75,4.0,3.75
Iggy,Biddybuggy Buggybud,Triforce Tires Triforce Tyres,3.0,3.75,3.0,3.5,3.75,3.25,3.75,3.5,3.0,3.5,3.25,3.75,3.5
Iggy,Biddybuggy Buggybud,Leaf Tires Leaf Tyres,2.25,4.25,2.5,2.75,4.5,2.75,3.25,3.5,3.25,4.0,3.75,4.25,3.5
Iggy,Biddybuggy Buggybud,Ancient Tires Ancient Tyres,3.25,3.5,3.0,3.75,4.0,3.0,3.25,3.5,3.0,3.25,3.25,3.25,3.25
Iggy,Landship,Standard Normal,2.75,3.75,2.5,3.75,4.0,3.25,4.5,3.0,3.75,3.75,4.0,3.25,3.5
Iggy,Landship,Monster,3.25,3.25,2.75,4.25,3.75,3.25,4.25,3.0,3.25,3.0,3.5,2.5,3.0
Iggy,Landship,Roller,2.25,4.25,2.0,3.5,4.5,2.75,4.5,2.5,3.75,4.0,4.25,3.5,3.75
Iggy,Landship,Slim,2.75,3.25,3.0,2.75,3.75,3.5,4.25,3.5,3.5,4.0,4.25,3.25,3.75
Iggy,Landship,Slick,3.0,3.0,3.0,2.5,3.25,3.75,3.75,3.5,3.0,3.5,3.25,3.0,3.0
Iggy,Landship,Metal,3.25,2.75,2.25,3.0,3.25,3.75,4.5,2.75,3.5,3.5,3.75,2.75,2.75
Iggy,Landship,Button,2.25,4.0,2.25,3.25,4.25,3.0,4.25,3.0,3.5,3.75,4.0,3.5,3.25
Iggy,Landship,Off-Road,3.0,3.5,2.75,4.0,3.5,3.5,4.75,3.0,3.25,3.25,3.5,3.0,3.25
Iggy,Landship,Sponge,2.5,3.75,2.5,4.0,4.25,3.0,4.0,2.75,4.0,3.5,3.5,3.0,3.5
Iggy,Landship,Wood Wooden,2.75,3.25,3.0,2.75,3.75,3.5,4.25,3.5,3.5,4.0,4.25,3.25,3.75
Iggy,Landship,Cushion,2.5,3.75,2.5,4.0,4.25,3.0,4.0,2.75,4.0,3.5,3.5,3.0,3.5
Iggy,Landship,Blue Standard Normal Blue,2.75,3.75,2.5,3.75,4.0,3.25,4.5,3.0,3.75,3.75,4.0,3.25,3.5
Iggy,Landship,Hot Monster Funky Monster,3.25,3.25,2.75,4.25,3.75,3.25,4.25,3.0,3.25,3.0,3.5,2.5,3.0
Iggy,Landship,Azure Roller,2.25,4.25,2.0,3.5,4.5,2.75,4.5,2.5,3.75,4.0,4.25,3.5,3.75
Iggy,Landship,Crimson Slim,2.75,3.25,3.0,2.75,3.75,3.5,4.25,3.5,3.5,4.0,4.25,3.25,3.75
Iggy,Landship,Cyber Slick,3.0,3.0,3.0,2.5,3.25,3.75,3.75,3.5,3.0,3.5,3.25,3.0,3.0
Iggy,Landship,Retro Off-Road,3.0,3.5,2.75,4.0,3.5,3.5,4.75,3.0,3.25,3.25,3.5,3.0,3.25
Iggy,Landship,Gold Tires Gold Wheels,3.25,2.75,2.25,3.0,3.25,3.75,4.5,2.75,3.5,3.5,3.75,2.75,2.75
Iggy,Landship,GLA Tires GLA Wheels,2.75,3.75,2.5,3.75,4.0,3.25,4.5,3.0,3.75,3.75,4.0,3.25,3.5
Iggy,Landship,Triforce Tires Triforce Tyres,3.0,3.5,2.75,4.0,3.5,3.5,4.75,3.0,3.25,3.25,3.5,3.0,3.25
Iggy,Landship,Leaf Tires Leaf Tyres,2.25,4.0,2.25,3.25,4.25,3.0,4.25,3.0,3.5,3.75,4.0,3.5,3.25
Iggy,Landship,Ancient Tires Ancient Tyres,3.25,3.25,2.75,4.25,3.75,3.25,4.25,3.0,3.25,3.0,3.5,2.5,3.0
Iggy,Sneeker Bounder,Standard Normal,3.25,2.75,2.75,2.25,3.5,4.0,3.75,3.75,4.0,3.5,3.25,3.5,3.25
Iggy,Sneeker Bounder,Monster,3.75,2.25,3.0,2.75,3.25,4.0,3.5,3.75,3.5,2.75,2.75,2.75,2.75
Iggy,Sneeker Bounder,Roller,2.75,3.25,2.25,2.0,4.0,3.5,3.75,3.25,4.0,3.75,3.5,3.75,3.5
Iggy,Sneeker Bounder,Slim,3.25,2.25,3.25,1.25,3.25,4.25,3.5,4.25,3.75,3.75,3.5,3.5,3.5
Iggy,Sneeker Bounder,Slick,3.5,2.0,3.25,1.0,2.75,4.5,3.0,4.25,3.25,3.25,2.5,3.25,2.75
Iggy,Sneeker Bounder,Metal,3.75,1.75,2.5,1.5,2.75,4.5,3.75,3.5,3.75,3.25,3.0,3.0,2.5
Iggy,Sneeker Bounder,Button,2.75,3.0,2.5,1.75,3.75,3.75,3.5,3.75,3.75,3.5,3.25,3.75,3.0
Iggy,Sneeker Bounder,Off-Road,3.5,2.5,3.0,2.5,3.0,4.25,4.0,3.75,3.5,3.0,2.75,3.25,3.0
Iggy,Sneeker Bounder,Sponge,3.0,2.75,2.75,2.5,3.75,3.75,3.25,3.5,4.25,3.25,2.75,3.25,3.25
Iggy,Sneeker Bounder,Wood Wooden,3.25,2.25,3.25,1.25,3.25,4.25,3.5,4.25,3.75,3.75,3.5,3.5,3.5
Iggy,Sneeker Bounder,Cushion,3.0,2.75,2.75,2.5,3.75,3.75,3.25,3.5,4.25,3.25,2.75,3.25,3.25
Iggy,Sneeker Bounder,Blue Standard Normal Blue,3.25,2.75,2.75,2.25,3.5,4.0,3.75,3.75,4.0,3.5,3.25,3.5,3.25
Iggy,Sneeker Bounder,Hot Monster Funky Monster,3.75,2.25,3.0,2.75,3.25,4.0,3.5,3.75,3.5,2.75,2.75,2.75,2.75
Iggy,Sneeker Bounder,Azure Roller,2.75,3.25,2.25,2.0,4.0,3.5,3.75,3.25,4.0,3.75,3.5,3.75,3.5
Iggy,Sneeker Bounder,Crimson Slim,3.25,2.25,3.25,1.25,3.25,4.25,3.5,4.25,3.75,3.75,3.5,3.5,3.5
Iggy,Sneeker Bounder,Cyber Slick,3.5,2.0,3.25,1.0,2.75,4.5,3.0,4.25,3.25,3.25,2.5,3.25,2.75
Iggy,Sneeker Bounder,Retro Off-Road,3.5,2.5,3.0,2.5,3.0,4.25,4.0,3.75,3.5,3.0,2.75,3.25,3.0
Iggy,Sneeker Bounder,Gold Tires Gold Wheels,3.75,1.75,2.5,1.5,2.75,4.5,3.75,3.5,3.75,3.25,3.0,3.0,2.5
Iggy,Sneeker Bounder,GLA Tires GLA Wheels,3.25,2.75,2.75,2.25,3.5,4.0,3.75,3.75,4.0,3.5,3.25,3.5,3.25
Iggy,Sneeker Bounder,Triforce Tires Triforce Tyres,3.5,2.5,3.0,2.5,3.0,4.25,4.0,3.75,3.5,3.0,2.75,3.25,3.0
Iggy,Sneeker Bounder,Leaf Tires Leaf Tyres,2.75,3.0,2.5,1.75,3.75,3.75,3.5,3.75,3.75,3.5,3.25,3.75,3.0
Iggy,Sneeker Bounder,Ancient Tires Ancient Tyres,3.75,2.25,3.0,2.75,3.25,4.0,3.5,3.75,3.5,2.75,2.75,2.75,2.75
Iggy,Sports Coupe Sports Coupé,Standard Normal,3.5,3.0,3.0,3.25,3.75,3.75,4.0,4.25,4.25,3.25,3.25,3.75,3.25
Iggy,Sports Coupe Sports Coupé,Monster,4.0,2.5,3.25,3.75,3.5,3.75,3.75,4.25,3.75,2.5,2.75,3.0,2.75
Iggy,Sports Coupe Sports Coupé,Roller,3.0,3.5,2.5,3.0,4.25,3.25,4.0,3.75,4.25,3.5,3.5,4.0,3.5
Iggy,Sports Coupe Sports Coupé,Slim,3.5,2.5,3.5,2.25,3.5,4.0,3.75,4.75,4.0,3.5,3.5,3.75,3.5
Iggy,Sports Coupe Sports Coupé,Slick,3.75,2.25,3.5,2.0,3.0,4.25,3.25,4.75,3.5,3.0,2.5,3.5,2.75
Iggy,Sports Coupe Sports Coupé,Metal,4.0,2.0,2.75,2.5,3.0,4.25,4.0,4.0,4.0,3.0,3.0,3.25,2.5
Iggy,Sports Coupe Sports Coupé,Button,3.0,3.25,2.75,2.75,4.0,3.5,3.75,4.25,4.0,3.25,3.25,4.0,3.0
Iggy,Sports Coupe Sports Coupé,Off-Road,3.75,2.75,3.25,3.5,3.25,4.0,4.25,4.25,3.75,2.75,2.75,3.5,3.0
Iggy,Sports Coupe Sports Coupé,Sponge,3.25,3.0,3.0,3.5,4.0,3.5,3.5,4.0,4.5,3.0,2.75,3.5,3.25
Iggy,Sports Coupe Sports Coupé,Wood Wooden,3.5,2.5,3.5,2.25,3.5,4.0,3.75,4.75,4.0,3.5,3.5,3.75,3.5
Iggy,Sports Coupe Sports Coupé,Cushion,3.25,3.0,3.0,3.5,4.0,3.5,3.5,4.0,4.5,3.0,2.75,3.5,3.25
Iggy,Sports Coupe Sports Coupé,Blue Standard Normal Blue,3.5,3.0,3.0,3.25,3.75,3.75,4.0,4.25,4.25,3.25,3.25,3.75,3.25
Iggy,Sports Coupe Sports Coupé,Hot Monster Funky Monster,4.0,2.5,3.25,3.75,3.5,3.75,3.75,4.25,3.75,2.5,2.75,3.0,2.75
Iggy,Sports Coupe Sports Coupé,Azure Roller,3.0,3.5,2.5,3.0,4.25,3.25,4.0,3.75,4.25,3.5,3.5,4.0,3.5
Iggy,Sports Coupe Sports Coupé,Crimson Slim,3.5,2.5,3.5,2.25,3.5,4.0,3.75,4.75,4.0,3.5,3.5,3.75,3.5
Iggy,Sports Coupe Sports Coupé,Cyber Slick,3.75,2.25,3.5,2.0,3.0,4.25,3.25,4.75,3.5,3.0,2.5,3.5,2.75
Iggy,Sports Coupe Sports Coupé,Retro Off-Road,3.75,2.75,3.25,3.5,3.25,4.0,4.25,4.25,3.75,2.75,2.75,3.5,3.0
Iggy,Sports Coupe Sports Coupé,Gold Tires Gold Wheels,4.0,2.0,2.75,2.5,3.0,4.25,4.0,4.0,4.0,3.0,3.0,3.25,2.5
Iggy,Sports Coupe Sports Coupé,GLA Tires GLA Wheels,3.5,3.0,3.0,3.25,3.75,3.75,4.0,4.25,4.25,3.25,3.25,3.75,3.25
Iggy,Sports Coupe Sports Coupé,Triforce Tires Triforce Tyres,3.75,2.75,3.25,3.5,3.25,4.0,4.25,4.25,3.75,2.75,2.75,3.5,3.0
Iggy,Sports Coupe Sports Coupé,Leaf Tires Leaf Tyres,3.0,3.25,2.75,2.75,4.0,3.5,3.75,4.25,4.0,3.25,3.25,4.0,3.0
Iggy,Sports Coupe Sports Coupé,Ancient Tires Ancient Tyres,4.0,2.5,3.25,3.75,3.5,3.75,3.75,4.25,3.75,2.5,2.75,3.0,2.75
Iggy,Gold Standard Gold Kart,Standard Normal,3.25,2.75,2.75,2.25,3.5,4.0,3.75,3.75,4.0,3.5,3.25,3.5,3.25
Iggy,Gold Standard Gold Kart,Monster,3.75,2.25,3.0,2.75,3.25,4.0,3.5,3.75,3.5,2.75,2.75,2.75,2.75
Iggy,Gold Standard Gold Kart,Roller,2.75,3.25,2.25,2.0,4.0,3.5,3.75,3.25,4.0,3.75,3.5,3.75,3.5
Iggy,Gold Standard Gold Kart,Slim,3.25,2.25,3.25,1.25,3.25,4.25,3.5,4.25,3.75,3.75,3.5,3.5,3.5
Iggy,Gold Standard Gold Kart,Slick,3.5,2.0,3.25,1.0,2.75,4.5,3.0,4.25,3.25,3.25,2.5,3.25,2.75
Iggy,Gold Standard Gold Kart,Metal,3.75,1.75,2.5,1.5,2.75,4.5,3.75,3.5,3.75,3.25,3.0,3.0,2.5
Iggy,Gold Standard Gold Kart,Button,2.75,3.0,2.5,1.75,3.75,3.75,3.5,3.75,3.75,3.5,3.25,3.75,3.0
Iggy,Gold Standard Gold Kart,Off-Road,3.5,2.5,3.0,2.5,3.0,4.25,4.0,3.75,3.5,3.0,2.75,3.25,3.0
Iggy,Gold Standard Gold Kart,Sponge,3.0,2.75,2.75,2.5,3.75,3.75,3.25,3.5,4.25,3.25,2.75,3.25,3.25
Iggy,Gold Standard Gold Kart,Wood Wooden,3.25,2.25,3.25,1.25,3.25,4.25,3.5,4.25,3.75,3.75,3.5,3.5,3.5
Iggy,Gold Standard Gold Kart,Cushion,3.0,2.75,2.75,2.5,3.75,3.75,3.25,3.5,4.25,3.25,2.75,3.25,3.25
Iggy,Gold Standard Gold Kart,Blue Standard Normal Blue,3.25,2.75,2.75,2.25,3.5,4.0,3.75,3.75,4.0,3.5,3.25,3.5,3.25
Iggy,Gold Standard Gold Kart,Hot Monster Funky Monster,3.75,2.25,3.0,2.75,3.25,4.0,3.5,3.75,3.5,2.75,2.75,2.75,2.75
Iggy,Gold Standard Gold Kart,Azure Roller,2.75,3.25,2.25,2.0,4.0,3.5,3.75,3.25,4.0,3.75,3.5,3.75,3.5
Iggy,Gold Standard Gold Kart,Crimson Slim,3.25,2.25,3.25,1.25,3.25,4.25,3.5,4.25,3.75,3.75,3.5,3.5,3.5
Iggy,Gold Standard Gold Kart,Cyber Slick,3.5,2.0,3.25,1.0,2.75,4.5,3.0,4.25,3.25,3.25,2.5,3.25,2.75
Iggy,Gold Standard Gold Kart,Retro Off-Road,3.5,2.5,3.0,2.5,3.0,4.25,4.0,3.75,3.5,3.0,2.75,3.25,3.0
Iggy,Gold Standard Gold Kart,Gold Tires Gold Wheels,3.75,1.75,2.5,1.5,2.75,4.5,3.75,3.5,3.75,3.25,3.0,3.0,2.5
Iggy,Gold Standard Gold Kart,GLA Tires GLA Wheels,3.25,2.75,2.75,2.25,3.5,4.0,3.75,3.75,4.0,3.5,3.25,3.5,3.25
Iggy,Gold Standard Gold Kart,Triforce Tires Triforce Tyres,3.5,2.5,3.0,2.5,3.0,4.25,4.0,3.75,3.5,3.0,2.75,3.25,3.0
Iggy,Gold Standard Gold Kart,Leaf Tires Leaf Tyres,2.75,3.0,2.5,1.75,3.75,3.75,3.5,3.75,3.75,3.5,3.25,3.75,3.0
Iggy,Gold Standard Gold Kart,Ancient Tires Ancient Tyres,3.75,2.25,3.0,2.75,3.25,4.0,3.5,3.75,3.5,2.75,2.75,2.75,2.75
Iggy,Standard Bike,Standard Normal,3.0,3.5,3.25,3.5,3.75,3.5,3.75,4.0,4.0,3.75,3.5,3.75,3.5
Iggy,Standard Bike,Monster,3.5,3.0,3.5,4.0,3.5,3.5,3.5,4.0,3.5,3.0,3.0,3.0,3.0
